,Population under 18,population between 18 and 34,population between 35 to 64,population 65 and over,Population white,population black,Population asian,population hispanic,population other race,family households,nonfamily households,population education high school or less,population education bachelors,population education masters,population education phd,owner  occupied units,renter occupied units,transportation car,number of cars,transportation public,tranportation motorcycle,household income less than 40,household income from 40 to 75,household income 75 and above,house value less than 100,house value for 100 to 500,house value 500 or more,rent less than 1000,rent bewteen 1000 and 2000,rent 2000 or more,Transportation Other means,population between 18 and 34_n,population between 35 to 64_n,population 65 and over_n,Population white_n,population black_n,Population asian_n,population hispanic_n,population other _n,family households_n,nonfamily households_n,population education high school and less_n,population education bachelors_n,population education masters_n,population education phd_n,household income less than 10_n,owner  occupied units_n,renter occupied units_n,transportation car_n,transportation public_n,tranportation motorcycle_n,household income less than 10_n,household income form 10 to 40_n,household income form 40 to 75_n,household income 75 and above_n,house value less than 100_n,house value for 100 to 500_n,house value 500 or more_n,rent less than 1000_n,rent bewteen 1000 and 2000_n,rent 2000 or more_n,Transportation Other means_n,Intercept
Homeless Encampment,-0.0029055962378305303,0.0045331111385199102,-0.0013117592551693544,0.0020847089691517417,,,,,,-0.0020927957919254069,0.0047301041942609014,,,,,0.001084012784722508,0.0019116797623211132,-0.00076130306687844577,,-0.00014549773033384377,0.12137220948653676,0.0056257799105735636,-0.0098599063899038157,0.0050346787206076524,,,,0.0017374750331413979,-0.00063783422162956029,0.0073197167349304103,0.0079809324497876425,0.010874116686707819,-0.0015021203856566863,-0.017415863558638077,-0.00054425847245061817,-0.0012690137728569042,-0.0024214301059495382,0.0019101731981461035,0.018707594462783094,-0.0011319766979637691,0.0020746238461298327,-0.001672486130771761,0.063232076625420741,-0.15702714312781069,0.27310956606986198,0.020002532446067065,-0.0040062779307346516,0.0029209536614052032,-0.0078504831572050113,0.011022850366005789,0.13475793644381356,0.020002532446067065,-0.0073555583223723084,0.0014292627748766799,-0.0001607278426394144,0.021548256731309771,-0.003659335406654321,0.0010937833646383534,0.0068018934707241921,-0.003779503840105944,0.0014323863472254445,-0.0058116271273482827,7.84284730072
Homeless Person Assistance,-0.0019793003008304584,0.0028719437535570415,-0.0010533460785769016,0.0020205343451939364,,,,,,-0.0013664949140073813,0.0029187500658814708,,,,,,,-0.00072627865744605464,,-2.5782786145192582e-05,0.021305529061796419,0.0038028134015743887,-0.0073564997521936761,0.0034351741231149011,,,,0.00085610256289248704,-0.00037940044316608771,0.004586480850543315,0.0049695692164475492,0.0065316048326457916,-0.003060839941783711,-0.0036464156882533615,-9.4010796788116649e-05,-0.00058314881286184535,-0.0017052619547443726,0.00079270422979376234,0.011658396769192779,-0.00061720490611335112,0.0012380634375409299,-0.0001087419313146841,0.020257501539499047,-0.053767501221635754,0.11159670610256994,0.012840215027920602,-0.0019741463210294868,0.001537416751215707,-0.0041827417105188723,0.006190672960648614,0.051031146067676635,0.012840215027920602,-0.0057898000346331604,0.0024601021878184509,-0.00020068652278860542,0.011326264552483294,-0.0019471089311429057,0.00069574452080269186,0.003093930339839992,-0.0016934226059650409,0.00086297687737517327,-0.0025035239129040303,4.91147351927
Illegal Parking,0.0041209608126913863,-0.0023003685782841698,0.013606266338806308,0.0051044652345035909,0.0098559073582195553,0.0030561177743852327,0.0080198279957615255,0.0032592011389222502,0.0073569629403676673,0.02620043055115661,0.0031982474673921046,0.023109906293167101,0.007157679748265304,0.051775627406114952,-0.16923298013948485,0.030091824855693353,0.0088383936286550863,0.030361480291990081,,0.0061982651666406801,0.69926407654634826,-0.0024039043462957812,0.053947963893454839,0.0073683452090190435,0.040442209966164197,0.010854663489592836,0.049144964028536547,,,,0.025954115733170326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4993573462
Illegal Tree Damage,-0.00070368355178811767,0.00064832848125150186,0.00036859969258917264,0.00028361804673246238,0.00040844295124281495,1.9219772405696119e-05,0.0001840309773762556,9.1482145708151886e-05,0.00093103999957923388,0.00036636292965783657,0.00077702911174756134,8.2860319172206029e-05,0.001661652078218845,0.00066573351680798611,-0.0070268004608548687,0.0012520822438919755,0.00041605508560143358,0.00092473808105194991,,0.00010309209210966261,0.13024262218223792,-0.00080462430932601021,0.0022112403594676702,0.00074883429106946441,-0.0013422139445368481,0.00037360823878766476,0.00226856176342361,-0.00062970048914296308,0.00098908190212261679,0.0012845767245385279,0.0013821184978102517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65362819169
Indoor Air Quality,-0.0024805217058400295,0.0042906190640832585,-0.0011278446327390701,0.0028123851073695591,,,,,,-0.00081418738301547542,0.0041357662450427091,-0.00058039193136310196,0.0041384682366937325,-0.00084752492764974489,7.7405110837302235e-05,-1.5578066853589402e-05,0.0025396639115409236,-0.0020750844313441544,,0.0017182870034963219,-0.080081115212014498,0.0041583222944801797,-0.0029535364586849434,0.0032010876882889094,,,,0.0017572720171916037,0.0019065128300298981,0.0047757328192037391,0.0035004209445695343,,,,,,,,,,,-0.00055479636868123309,0.032704890821595341,-0.081379957644911349,0.13999171977075697,,-0.003573929515677299,0.0025179799644887303,-0.010210236376774984,0.018381958316374136,-0.1734069840953345,,,,,,,,,,,-0.0046270226950227604,12.7613146825
Indoor Sewage,0.00050170725271013721,0.00024537462016302486,0.00014859199219623986,-0.00037802664350805137,0.00011843688915748275,0.00041527375648070671,3.0599397392944882e-05,0.00014859758012502233,0.00015368337658694061,0.00084948301449365676,-9.5188805890351885e-07,0.0010009319083171169,-0.00020588401607695971,0.00068858018120383454,-0.00054979248996656397,6.094125203680321e-05,0.00048053365853821512,0.00016240917798923075,,0.00061563952149832604,-0.050719816523579819,0.00075516866820861037,0.0013562070105868479,-0.00022822237817854009,,,,0.00089187978769844525,0.00057781890865426751,-0.00023645693714560178,-0.00049891397882439461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.210638125858
Industrial Waste,,,,,0.00017563461074009205,4.7014991610572321e-05,8.6545364559345377e-05,4.6767351310668193e-05,0.00030352010666375334,,,0.00015098697734454241,0.00066131280136978428,-0.00020529764725842596,-0.00053622590033691546,0.00053174047274770855,0.00019541587202931031,0.0004596249818172299,,1.3776446233899155e-05,0.046363504649458438,0.00026647056669352006,-0.00011865647347894688,0.00048770138991058689,-0.0013650107063381872,0.00028576573454474556,0.0009269307238878549,,,,0.0007886320203146349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94900771351
Investigations and Discipline (IAD),,,,,5.8137135635432515e-05,3.3215087981569078e-05,-2.6196166620807786e-05,1.4831537668500108e-05,0.00038727133678206297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158839829918
Lead,-0.00086846905894043507,0.00070582865682902469,0.00058921869384426706,0.00059322653660473848,0.00061737081356351192,0.00021239693551085119,5.4418209650360176e-05,0.00018390362817953318,0.00044642091657829286,0.00048276532394580217,0.0012951674267924515,0.00044151761783259487,-0.00068786729683008264,0.0046045415762523845,-0.002032750668098163,0.0012836342358964702,0.00085146537559689693,-1.7064364124012854e-05,,0.00086204130650167281,0.073497065243859627,0.00032426509790453107,0.00065356336417261569,0.0015542458536344454,-7.9413534001425944e-05,-0.00074392580514910092,0.0033425338992993628,-0.00020215325545744963,0.0012128245361122064,0.002136361198997831,0.00049283042058282582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.73422945034
Litter Basket / Request,-0.00075828853846988237,0.0011393954008323596,0.00063557906136688081,-0.00033487339943513738,0.00061171995500917866,0.00027300973799173565,-9.0527014348127066e-06,0.00036653259013273004,0.00046089213207532444,0.00050414432748239189,0.0014494612038508858,0.00061684890741980957,0.00029549424179986386,0.0031502130974652128,-0.0037266485321800803,0.00083546326452050711,0.0011076547620910114,-0.0001838213665782196,,0.00085009968716638672,0.11412751111771435,0.0019039423231482198,-0.00090176131693691188,0.0016070216165378387,,,,0.00063617920394568061,0.0010781865880602403,0.0021429545602537118,0.00091858800547877663,,,,,,,,,,,,,,,,,,-0.004801998114243226,0.008265798776540878,0.036050325837317487,,,,,,,,,,,-0.0060541719908419611,2.97686277443
Maintenance or Facility,-0.00099306571602520745,0.0011274143699373216,0.00058863634437952611,0.00011589017926296949,,,,,,0.0004195874036640923,0.0015283281932589197,0.00042847340527864974,0.0014104814552560051,0.00096051697519104122,-0.0022837395316220371,0.00054618307314594145,0.0012015568035576916,-0.00010530768299741518,,0.00066959822618779981,0.11460145769205174,0.0028618218232821617,-0.0018332179704887762,0.0015161693369042241,,,,0.0016768317978296465,0.00060534256334058352,0.0018807182993670927,0.001249691588211478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.64755159433
Missed Collection (All Materials),,,,,,,,,,,,,,,,0.013873682229695143,-0.0020894646397297306,0.018053313244497982,,-0.0031012509051230376,0.60805959474918536,,,,-0.030687623701046645,0.018600095142726009,0.011133096635634609,,,,0.0087483059058160745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.565436428
NONCONST,0.0044632705638800946,0.0033286802979866623,-0.00034133302721052038,-0.0035735644803168284,0.00071689809901158961,0.0023621045177766604,-0.00034290092409372254,0.0022147574383267477,-0.00073807356158005774,0.0054196892042733501,0.00043931465269422316,0.006853042062797382,-0.001182651838910568,-0.00033659963013775419,0.01530700377714961,-0.0039117690152790392,0.0046207514450556358,-0.003483043639165634,,0.0057550487787161059,-0.58772847144408913,0.012487271884918421,0.001922189309422622,-0.0020585537867257621,,,,0.0074062069347032465,0.0059177267841819606,-0.0031662802443050472,-0.0063329622399732749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.24172519511
New Tree Request,,,,,,,,,,,,,,,,,,0.0065613590603883143,,0.0044012446092623102,0.47520046657939935,,,,,,,,,,-0.00060817863341236164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05017956628
Noise,-0.048545667543545584,0.058273873308879641,-0.010295098290318881,0.033349007321152355,,,,,,-0.024353274969970445,0.065767112467397137,-0.028345019046481935,0.075284663171417396,0.010776997760908874,-0.16906086333944814,0.023651929140634353,0.026825593238733514,-0.0066805768555718032,,0.0001683294285276405,2.3236599987146973,0.070068968624586739,-0.1370300682800909,0.079585709397041141,0.055613379294075865,-0.047574451873603915,0.090130840839873744,0.0096044678301640211,-0.00067539214186275237,0.11091746984872188,0.11054693481058188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1023215797
Noise - Commercial,-0.02564031135728843,0.048545338522617998,-0.0083830381619568531,-0.00063713198817946098,,,,,,-0.0080051374141136868,0.035140472631532464,-0.0087088702371105713,0.072204632356921969,-0.070319027264645007,0.0042305582650287304,-0.0065055393737571887,0.022824556827924392,-0.014941689585365436,,0.010034198741150009,1.683515281931284,,,,,,,0.019398228956662839,0.014460758459837166,0.040394238559986625,0.03624009274596704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16115059
Noise - Helicopter,,,,,,,,,,-0.00045475691467866263,0.0021688915664574526,7.3464945980349636e-05,-0.0016887684806648484,0.0052297706483464806,0.006010923537141593,,,,,,,0.0029714727566136716,-0.0054051269445691101,0.0029847788843906727,,,,0.00092080380451519642,-6.3421885872462261e-05,0.0035241595410559802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.77835969925
Noise - House of Worship,,,,,9.5967102395589754e-05,0.00016408951590455711,-9.0931219557140386e-05,0.00015388620071435521,0.00051117722329341178,,,,,,,,,-0.00038950294823028039,,0.00050572987536701272,-0.012131359919299232,,,,,,,0.00065070565139529373,0.00031997519146464862,9.1127129513240068e-05,-0.00051984290236467209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35294944307
Noise - Residential,0.032331301263752346,0.077964123076756764,0.024924245247619957,-0.10230984394839018,0.012191442983564055,0.032050949824179657,-0.0056615753630489688,0.048553108597298569,0.073021234383249228,0.093397929620522277,0.022043959460974406,0.11121580260387115,0.044713769837142356,-0.095723222783955064,0.33293306230059794,-0.061517048309836869,0.08870333439537588,-0.049726839021033434,,0.10172304943576094,-5.1129340263580083,0.21241239865973505,0.054457277894433706,-0.025455316787817629,,,,0.15387934843137097,0.092061496101042167,-0.031278312750572287,-0.096607849621513336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0338564143
Noise - Street/Sidewalk,-0.0058806140720914397,0.035002235522534987,-0.0059578777479528198,-0.0092068759580628181,,,,,,,,,,,,-0.02013247235711052,0.022660898629088301,-0.023234104654165533,,0.019816648038490477,-0.89028445271329915,0.060083404912866664,-0.029848019996369213,0.0082007995612161776,,,,0.035178990622261749,0.015053309008056638,0.011574653680219479,-0.0011229389143745071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07194770355
Noise - Vehicle,-0.0027181354966694504,0.010902008070438811,-0.00035449102929219992,-0.003792814520715517,0.0020050284569557235,0.0011000825590331579,-0.0019765367248630061,0.0039940184680973927,0.0073641568409564002,0.0027734806817327267,0.0063232163516523023,,,,,-0.0035815088205088507,0.0072750123961943056,-0.0052928705597665724,,0.0061763629971275501,-0.026106437883374412,0.01630780273059787,-0.0065524830513755458,0.004317261257861001,,,,0.0081549881261674534,0.0063324742931653629,0.0063773100764879043,0.0017855105583255383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63039881871
Non-Emergency Police Matter,,,,,0.00057618663872802394,0.00023903872770849585,-0.00028471304255005346,0.00026709957130300791,0.0095807357487879743,0.0021629990560143768,0.00056491760410624741,0.0023491424902723833,0.0008008230403708553,0.0037673826032729382,-0.011725336487436747,0.002912247167351229,0.00083177860617288904,0.0028365132793046382,,0.00089353529380611788,0.1318737505366801,-4.5726594869549293e-05,0.0038773254293105667,0.0010878212099742783,,,,,,,0.0012149300265756901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2260959455
Non-Residential Heat,-0.00050909157771092362,0.0011991206700790894,-4.7274328971936425e-05,-0.00041365705422147735,,,,,,,,,,,,-8.9596886619522972e-05,0.00070557187410419755,-0.0002844344445784013,,0.00021760641908841151,-0.0027213176787889704,,,,,,,0.00060071421438243208,0.00031497076482675242,0.001537426765244993,0.0017384197364796606,0.0012870341324241548,0.00090039814752501885,-0.0047637321032642449,-0.00019096739650826367,-0.00052212571883886887,-0.00044460957334281734,0.00058709347344805584,0.00804417274581231,-0.00012411254964305094,0.00046729003772732271,-0.00052736127076403105,0.0050108094648609056,-0.0084086335930742759,0.004620390334618845,-0.00011317561520801179,-0.00055971496856208113,0.00057899086001419228,-0.0016307432535367543,0.0032385354977165952,-0.076013859694349831,-0.00011317561520801179,0.0022221478362761454,-0.0031174446936177592,0.00037490951365281916,0.0027414773858843609,-0.00035884798564605276,0.0002391563860823898,0.00021015034663727833,-5.7929074227037244e-05,0.00041515747696209518,0.0015829687730384244,4.06730161899
OUTSIDE BUILDING,0.00032483178630333942,0.00042078233011734559,0.00017347577437275594,-0.00046019706930547745,0.00014611269523236761,0.00030723623282750555,-5.3579922110129948e-05,0.00032337131174628507,-2.4117643635650189e-05,0.00074904522561216702,0.00016378004975001569,,,,,-0.00022493545101221656,0.00062221125262262682,-0.0003005071504516109,,0.00080941731733497686,-0.078510842023789468,0.0011331335416661797,0.0010128052276768115,-0.00017483176788297383,,,,0.00082995779905883362,0.0008470107386842052,-0.00016929192661433351,-0.00066984777346787243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0457841290242
Other Enforcement,-0.0011867707571104234,0.0015040297661678271,0.0010901820086955754,0.000383411943596439,0.00093675842277849536,0.00036197239455272953,0.00074899835721575639,0.0001672876720950084,0.0035453315266066273,0.0015358758961425919,0.0018055626746798662,0.001183426857693495,0.0033266410937259207,0.0014336947215430372,-0.010914574768692844,0.0028083070000703043,0.001394602407133278,0.0017858522764105417,,0.00080454165413694782,0.16209673983500883,0.0010984882277943067,0.0018050837019222888,0.0022974728109618255,-0.0013517407318638344,0.00075099305045284322,0.0054130514544211989,-0.00045967366606292136,0.002232266851663391,0.0035034068808808098,0.0035067850999705927,,,,,,,,,,,-0.00019847728040662638,0.038058742640734534,-0.088287697111036359,0.11224094493887715,,,,-0.0053502084162514807,0.010762892845152177,0.036223102790975903,,,,,,,,,,,-0.0095334082889574293,9.74399813859
Overgrown Tree/Branches,0.0020983504433217826,-0.010333325021801548,0.010523939746450653,-0.0049361809279609677,,,,,,0.010319056270693345,-0.0062675366591074602,,,,,0.014562479031337786,-0.0027690944624289989,0.018508349615195353,,-5.6830638873967736e-05,0.04890564053338281,,,,-0.018035792281549511,0.02405926308509301,0.0075622703331981516,,,,-0.00065053967952242737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9307959028
PAINT - PLASTER,0.0067110778886988534,0.0044206907765351267,-0.00044342925607153178,-0.007440899113845204,0.00066458970549460039,0.0031635056380389446,-0.00089544521934682296,0.0032074020697617231,-0.0034203248749087424,,,,,,,-0.0075879374741381275,0.0062003177255315796,-0.0062302275612792076,,0.0075891588697046828,-0.69936392248905821,0.020891281531707724,-0.003973756774401962,-0.0031326775122749702,,,,0.010309392004306674,0.0080768855463807243,-0.005953150690443814,-0.01041832497515148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64460880967
PAINT/PLASTER,0.027539022084703317,0.021784038967712305,0.002825446253137443,-0.032769986406319021,0.0042909987686425288,0.014679020099317408,-0.0035780711167345877,0.019276763137545748,-0.014782438373304842,,,,,,,-0.037854862940542466,0.034235386591658562,-0.030796562711004342,,0.042747441755595,-4.5088844281748726,0.092739251242377835,0.013697048689830123,-0.018974065423394644,,,,0.049610367906687061,0.049275879450529164,-0.029947690941073732,-0.051150143455288774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.39822786025
PLUMBING,0.029796119282955141,0.020959841333588972,0.0012073191353706107,-0.031216588087463873,0.0040825779061229523,0.01631812032569397,-0.0031706846682897378,0.016508795934999262,-0.0096672688470962991,0.036119081293025268,0.0028059273525678245,,,,,-0.033539050097805535,0.032861006093573349,-0.027695407168588829,,0.039854019605114269,-3.9859375671163395,0.095902439611486229,0.0011473348122594471,-0.015480947908576008,,,,0.054944925520136238,0.04098386561151051,-0.025887915713280113,-0.046757061227088434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.201980377296
Panhandling,,,,,,,,,,-8.5783183160322496e-05,0.0001615968808038634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2065073176392136e-05,9.1611091856247354e-05,-1.1668765428980599e-05,0.00028006769077471179,-0.00082002427279939455,0.0028381941266324658,,,,,,,,,,,,,,,,,,0.445919023963
Plumbing,-0.00029053752148146207,5.9769719549029833e-05,0.0019780856210148273,-0.0027398224355055542,,,,,,0.0015616485553577916,0.00018036378242551675,0.0014990481111913352,0.0016438660372449193,-0.0010456238356317999,-0.001317663459285418,0.0011578454704548806,0.00071251542514454386,0.0015033768629770664,,0.00066511373867076111,0.086210799256745754,-0.00083153612202629132,0.0048916719890190943,-5.7882137756564821e-05,,,,0.00023904290741378069,0.0014218892074144797,0.00050934120768359923,0.00044077256323953474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05511736519
Recycling Enforcement,8.3308843467028816e-05,0.00040995222097109406,-0.00012380108220115435,0.00022977059141423238,0.00018585912036713002,0.00012224485689595489,4.7042690653672634e-05,5.2751730613082739e-05,0.00017118809906462498,0.00028518445022868654,0.00027379366511479499,0.00030847326109616267,0.00039155050761170604,0.00022478934611878888,-0.0010953149642950676,0.00029234552546869986,0.00028029842558203506,0.00019555355981534353,,0.00015892650650934509,0.038371822514843112,0.00036640080804880312,0.0003264246824609665,0.00026391343948849389,-2.302243514511399e-05,-6.7739597786137603e-05,0.00075648068242210246,4.9574672382621108e-05,0.00043125535320800843,0.00043288995862907992,0.00041549998428704868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028656811542
Request Xmas Tree Collection,,,,,,,,,,,,,,,,0.00050848090801512236,-7.9181488944552055e-05,0.00060009017938303497,,1.1683316520912314e-05,0.0056572021740376888,,,,-0.00079111943113844803,0.00074089114361025458,0.00035120377963510714,,,,-4.4157805428342e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0423740674
Rodent,0.0015510542575462238,0.012061310470492293,-0.0012435354876250064,-0.0025698344195015151,0.002843461126851798,0.0037609683221551419,-0.0010293396733218941,0.0045312823199443897,0.0026583694412675874,0.0071141795452548525,0.0071766144250582468,,,,,-0.0037658693311193757,0.010491129567298673,-0.0061113559533464441,,0.0091222318580588251,0.24412387903579119,0.030209801422345382,-0.013711662042059092,0.0049643017850464575,,,,0.017461529785886505,0.007406807998498687,0.0051878948152717244,-0.0030955586601749841,,,,,,,,,,,,,,,,,,-0.040338455527043654,0.072360140455848321,-0.51014658823734171,,,,,,,,,,,-0.028810574151196991,39.0597765568
Root/Sewer/Sidewalk Condition,0.00076918206938496195,-0.0063278318594616086,0.0058076281005575315,-0.0023637100264777785,,,,,,0.0049982187376559403,-0.0037514845979091486,,,,,0.0081983600508658879,-0.0021972863951259243,0.010817877246814064,,-0.00089774936137433929,0.1278334714319001,,,,-0.015938303683954675,0.013784814533961598,0.0038832738435016874,,,,-0.00015249540012022915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9117807318
SAFETY,0.0032190570517170516,0.0029978164162933838,-0.00016583402546219985,-0.0041194295483413419,0.00042771510341380541,0.0014084415199788385,-0.00012822199120339644,0.0020642236380398844,-0.0013269823742297433,0.0041965494237569982,-0.00010672650909120346,0.0048364632635595449,0.00035120229731305428,-0.0040899527885575673,0.01751339791866726,-0.0033533399645289813,0.0033489052941407475,-0.0028016795573915353,,0.004109324422937639,-0.285101317002111,0.0089777259954720561,0.001984145588078729,-0.001956509124365082,,,,0.0051031228944645431,0.0046148345120590791,-0.0027483765728725943,-0.0049630434784848701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1587251724
Sanitation Condition,0.00698333349467011,-0.0021433940073845538,0.007110151456343982,-0.0091313387626264179,0.002370430845871446,0.0041910766949016329,0.0029363014824193992,0.00033095971920540153,0.0077890333595049864,0.014419978879315452,-0.0036164009304228591,0.014396794471111474,0.0016601017306813641,0.012057606402068611,-0.053996526249712865,,,0.01322269107153734,,0.004307035965918477,0.059302545748964097,,,,,,,,,,0.00016468057855561265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3252147571
Scaffold Safety,,,,,,,,,,,,,,,,,,-6.7614462050531225e-05,,8.3377726491884132e-05,0.01399050686049815,0.00040696143567726061,-0.00063693028055483703,0.00035539369481239606,,,,0.00010798404412223312,3.2626787645114064e-05,0.00043218432435329607,0.00021399165196162319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.366443321569
School Maintenance,,,,,0.00018084751327690791,0.00018295207178365062,8.9071881442929525e-06,0.00015257031877660519,0.00012729796096587468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.668725064582
Sewer,,,,,0.0019300064836204191,0.003302641697984241,0.001450012606255829,-0.0014239515065370177,0.022167793997240403,,,,,,,0.021276111114619828,-0.0024199804530067124,0.028511368365600052,,-0.00026684744699114046,-0.11511446702779515,,,,-0.025346667471111264,0.041182748186789506,0.0081275420911270137,,,,0.0060930175656263037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4649591789
Sidewalk Condition,-0.0016245559251388438,0.0030066337083555837,-0.00082194117383804419,0.0024349825095914329,0.0010894471521485599,0.00021388269653458065,0.00015233146067262498,9.4616519739643837e-05,0.0015715775233494426,-0.00026228023948057192,0.0031270199141851494,-0.00063455764004426228,0.0027244875980901827,0.0045301792670316933,-0.015961937677913412,0.0020144379081206937,0.00153787200699676,0.00015142059460589153,,0.00035366466998361102,0.20568930879969638,0.0033845434588780951,-0.0054993308854469529,0.0041830433921696249,0.00035427435077529023,-0.0022609615552451946,0.0061116341357697552,-6.0967086191871661e-05,0.00091084655693396681,0.0056963201601719212,0.004987265925150676,0.0026817522053773296,0.0023684371154533194,-0.01199012577280509,-1.5732420583590163e-05,0.0011366774649955013,0.0034277686348294849,0.00053137824845053911,-0.021743454752167088,,,0.00058513894781369745,0.030726289374863769,-0.075922662104548844,0.1181387736199247,,-0.0017446558848249218,0.0014143867544090904,-0.0056776510174728935,0.010950201056262248,0.05043373817046938,,,,,0.0049912771467463899,-0.0010612116554310506,0.00068905547665766369,,,,-0.009053818064465851,13.6286754924
Smoking,,,,,,,,,,,,,,,,-0.00012984219306424858,0.00081920025676858943,-0.00026293224094014447,,5.8481765818211835e-05,0.0088337030012425599,,,,,,,0.00055414494280409837,0.00055913767079104903,0.0016109781576214943,0.0026804450845465981,,,,,,,,,,,-0.00086768355595740604,0.018544440393050258,-0.04224938888152234,0.058829652737458826,,-0.00088912798397983682,0.00069172327536167681,,,,,,,,,,,,,,,4.859949161
Snow,0.00055653814011557179,-0.0043360835537739235,0.0058920068096810999,-0.0022017563407477087,0.0015983426946922729,0.0010154926600115717,0.00099108803509564275,-0.0001211258999842312,0.0011534838050134672,0.0056807228947300305,-0.0012281018995578224,0.0046404133838550687,-0.00096387547461048676,0.013988002796456579,-0.043298663939625989,0.0073159940560823082,0.00029621270224093794,0.008722307834901603,,0.0010192281222797298,0.22671534395232049,-0.009956298648874989,0.025045016309803499,-0.0017679014907679466,-0.0018697261857329476,0.010212583271512237,0.0059884099605412777,,,,-0.00061403005196479954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4745205458
Special Enforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003212886782944153,-0.0023684344036767149,0.0047910525046480591,0.0017060544899502425,0.037059995565512607,,,,,,,,,,,,,,,,,,,,,,,,18.3305463042
Special Projects Inspection Team (SPIT),,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014041826225300975,0.002296798880828827,0.0046146329613667514,,,,,,,,,,,,,,,,,-6.7324555621285642e-06,0.0003175754908398133,,,,,,,,,,,,,,,16.3981604456
Standing Water,,,,,,,,,,,,,,,,,,0.0017870234024859838,,-0.00014125393510390434,0.048840736463208793,,,,,,,,,,0.00023344291057379705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2273851512
Street Condition,,,,,0.01169428295702667,0.004010067941608686,0.0070511870266712889,-0.0018362424159953385,0.036805756568347073,0.027674859754299695,0.0047916343745499843,0.02385559793105526,0.0034381464230683213,0.073682577541845151,-0.18659175460192168,0.059686605721002026,0.0023288589410110274,0.061787271861415895,,-0.0037045817893449429,1.3143868244657961,-0.023180200103282953,0.049326042495511174,0.023881423493528481,-0.056308643918289318,0.062619500106251072,0.064612825651750097,,,,0.057013992069899849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.918355333
Street Light Condition,,,,,,,,,,,,,,,,,,0.031127067049664198,,0.0034388590030523664,0.58298334701887833,,,,,,,,,,-0.011159480920890419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8404822097
Sweeping/Missed,,,,,0.00041385342949884073,0.00045009933523849389,0.00039470591282790113,0.00011831529252344261,-0.00083719323859594169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.40436060659
